순번,법령MST,소관부처코드,소관부처명,법령ID,법령명,공포일자,공포번호,시행일자,법령구분코드,법령구분명,법령분야코드,법령분야명
191,253541,1371000,문화체육관광부,000083,관광진흥개발기금법,20230808,제19592호,20230808,A0002,법률,41050000,第5章 觀 光
192,265901,1371000,문화체육관광부,001744,관광진흥법,20241022,제20488호,20250423,A0002,법률,41050000,第5章 觀 光
193,214441,1192000,해양수산부,011903,관상어산업의 육성 및 지원에 관한 법률,20200218,제17020호,20200519,A0002,법률,27060000,第6章 漁港·漁船
194,267541,1051000,기획재정부,001556,관세법,20241231,제20608호,20250401,A0002,법률,21020000,第2章 關 稅
195,267543,1051000,기획재정부,000591,관세사법,20241231,제20608호,20250101,A0002,법률,21020000,第2章 關 稅
196,260551,1450000,산업통상자원부,001859,광산안전법,20240220,제20317호,20250221,A0002,법률,31030400,第4節 鑛山保安
197,232935,1450000,산업통상자원부,009941,광산피해의 방지 및 복구에 관한 법률,20210615,제18270호,20220616,A0002,법률,31030400,第4節 鑛山保安
198,265305,1450000,산업통상자원부,001865,광업법,20240920,제20439호,20250321,A0002,법률,31030100,第1節 通 則
199,202774,1450000,산업통상자원부,013097,광융합기술 개발 및 기반조성 지원에 관한 법률,20180320,제15506호,20180921,A0002,법률,28050000,第5章 工 業
200,265831,1721000,과학기술정보통신부,000772,광주과학기술원법,20241022,제20470호,20241022,A0002,법률,18020000,第2章 科學技術振興
201,250377,1290000,국방부,014429,광주 군 공항 이전 및 종전부지 개발 등에 관한 특별법,20230425,제19397호,20230826,A0002,법률,13050000,第5章 軍事保安·軍事施設
202,138747,1270000,법무부,010878,교도작업의 운영 및 특별회계에 관한 법률,20130405,제11727호,20130405,A0002,법률,09040300,第3節 矯導作業
203,243039,1492000,고용노동부,001967,교원의 노동조합 설립 및 운영 등에 관한 법률,20220610,제18924호,20231211,A0002,법률,40020000,第2章 勞 政
204,255149,1342000,교육부,000886,교원의 지위 향상 및 교육활동 보호를 위한 특별법,20230927,제19735호,20240328,A0002,법률,16020501,第1款 敎育公務員
205,261137,1342000,교육부,001616,교육공무원법,20240319,제20377호,20240920,A0002,법률,16020501,第1款 敎育公務員
206,233995,1342000,교육부,010452,교육관련기관의 정보공개에 관한 특례법,20210720,제18298호,20220721,A0002,법률,16020100,第1節 通 則
207,230359,1342000,교육부,011529,교육국제화특구의 지정ㆍ운영 및 육성에 관한 특별법,20210323,제17954호,20210323,A0002,법률,16020100,第1節 通 則
208,267349,1342000,교육부,000901,교육기본법,20241220,제20562호,20241220,A0002,법률,16020100,第1節 通 則
209,257971,1051000,기획재정부,001729,교육세법,20231231,제19925호,20240101,A0002,법률,20030000,第3章 目的稅
210,259603,1342000,교육부,013614,교육시설 등의 안전 및 유지관리 등에 관한 법률,20240206,제20181호,20250207,A0002,법률,16020100,第1節 通 則
211,265807,1342000,교육부,012494,교육환경 보호에 관한 법률,20241022,제20467호,20241022,A0002,법률,16030000,第3章 學校保健
212,222423,1270000,법무부,012347,교정공제회법,20201020,제17501호,20201020,A0002,법률,07010100,第1節 法務部
213,268077,1270000 1320000,"경찰청,법무부",001131,교통사고처리 특례법,20250107,제20634호,20250604,A0002,법률,09010000,第1章 刑 法
214,238079,1613000,국토교통부,000105,교통시설특별회계법,20211221,제18629호,20220101,A0002,법률,41030300,第3節 財務
215,254099,1613000,국토교통부,001755,교통안전법,20230816,제19673호,20240817,A0002,법률,41020000,第2章 交通安全·交通整備
216,254101,1613000,국토교통부,009886,교통약자의 이동편의 증진법,20230816,제19674호,20250217,A0002,법률,41020000,第2章 交通安全·交通整備
217,267527,1051000,기획재정부,000623,교통ㆍ에너지ㆍ환경세법,20241231,제20609호,20250101,A0002,법률,20040000,第4章 間接稅
218,251785,1352000 1790387,"보건복지부,질병관리청",002020,구강보건법,20230613,제19474호,20250614,A0002,법률,36020300,第3節 豫防保健
219,253641,1492000,고용노동부,013784,구직자 취업촉진 및 생활안정지원에 관한 법률,20230808,제19610호,20240209,A0002,법률,40070000,第7章 勞動保險·福祉
220,245247,1320000,경찰청,000992,국가경찰과 자치경찰의 조직 및 운영에 관한 법률,20221115,제19023호,20230216,A0002,법률,11010000,第1章 行政組織·通則
221,260611,1613000,국토교통부,010916,국가공간정보 기본법,20240220,제20341호,20250221,A0002,법률,35030000,第3章 土地·測量
222,267601,1760000,인사혁신처,001719,국가공무원법,20241231,제20627호,20250701,A0002,법률,05010000,第1章 通 則
223,267345,1721000,과학기술정보통신부,009677,국가과학기술 경쟁력 강화를 위한 이공계지원 특별법,20241220,제20570호,20250621,A0002,법률,18020000,第2章 科學技術振興
224,265809,1721000,과학기술정보통신부,000776,국가과학기술자문회의법,20241022,제20471호,20250423,A0002,법률,18010000,第1章 行政組織·通則
225,233989,1813266,국가교육위원회,014118,국가교육위원회 설치 및 운영에 관한 법률,20210720,제18298호,20220721,A0002,법률,16010000,第1章 行政組織·通則
226,243041,1492000,고용노동부,000135,국가기술자격법,20220610,제18925호,20220610,A0002,법률,40060000,第6章 職業訓練
227,261415,1051000 1230000,"기획재정부,조달청",000695,국가를 당사자로 하는 계약에 관한 법률,20240326,제20401호,20240927,A0002,법률,19020400,第4節 契 約
228,91382,1270000,법무부,001221,국가를 당사자로 하는 소송에 관한 법률,20090130,제9359호,20090130,A0002,법률,08030100,第1節 民事訴訟·行政訴訟
229,268079,1270000,법무부,001242,국가배상법,20250107,제20635호,20250107,A0002,법률,08010000,第1章 民 法
230,179033,1270000,법무부,001677,국가보안법,20160106,제13722호,20170707,A0002,법률,09010000,第1章 刑 法
231,91389,1290000,국방부,001417,국가보위에 관한 특별조치법 제5조제4항에 의한 동원대상지역 내의 토지의 수용ㆍ사용에 관한 특별조치령에 의하여 수용ㆍ사용된 토지의 정리에 관한 특별조치법,20090130,제9401호,20090731,A0002,법률,13070000,第7章 戒嚴·統合方位·徵發
232,260195,1830000,국가보훈부,009932,국가보훈 기본법,20240213,제20278호,20240213,A0002,법률,15020000,第2章 國家報勳
233,149822,1025000,국가안보실,001376,국가안전보장회의법,20140110,제12224호,20140110,A0002,법률,04010200,第2節 大統領所屬機關
234,96889,1270000,법무부,001238,국가에 귀속하는 상속재산 이전에 관한 법률,20091021,제9806호,20091021,A0002,법률,08010000,第1章 民 法
235,255639,1721000,과학기술정보통신부,010090,국가연구개발사업 등의 성과평가 및 성과관리에 관한 법률,20231031,제19782호,20231031,A0002,법률,18020000,第2章 科學技術振興
236,260807,1721000,과학기술정보통신부,013774,국가연구개발혁신법,20240227,제20354호,20250228,A0002,법률,18020000,第2章 科學技術振興
237,248537,1830000,국가보훈부,001711,국가유공자 등 단체 설립에 관한 법률,20230304,제19228호,20230605,A0002,법률,15020000,第2章 國家報勳
238,268569,1830000,국가보훈부,001713,국가유공자 등 예우 및 지원에 관한 법률,20250121,제20684호,20250422,A0002,법률,15020000,第2章 國家報勳
239,260461,1833100,국가유산청,014443,국가유산기본법,20240213,제20309호,20240517,A0002,법률,17030000,第3章 文化財
240,260477,1833100,국가유산청,011022,국가유산보호기금법,20240213,제20309호,20240517,A0002,법률,17030000,第3章 文化財
241,265903,1833100,국가유산청,011151,국가유산수리 등에 관한 법률,20241022,제20489호,20250423,A0002,법률,17030000,第3章 文化財
242,260463,1833100,국가유산청,014620,국가유산영향진단법,20240213,제20309호,20250214,A0002,법률,17030000,第3章 文化財
243,266711,1620000,국가인권위원회,009146,국가인권위원회법,20241203,제20558호,20250604,A0002,법률,07010100,第1節 法務部
244,259657,1450000,산업통상자원부,014613,국가자원안보 특별법,20240206,제20196호,20250207,A0002,법률,31030100,第1節 通 則
245,195068,1741000,행정안전부,001425,국가장법,20170726,제14839호,20170726,A0002,법률,01020400,第4節 賞勳·典禮·國慶日
246,267547,1051000,기획재정부,010301,국가재정법,20241231,제20610호,20241231,A0002,법률,19020100,第1節 通 則
247,248911,1721000,과학기술정보통신부,014409,국가전략기술 육성에 관한 특별법,20230321,제19236호,20230922,A0002,법률,18020000,第2章 科學技術振興
248,224235,1030000,국가정보원,001371,국가정보원법,20201215,제17646호,20240101,A0002,법률,04010200,第2節 大統領所屬機關
249,236273,1030000,국가정보원,001351,국가정보원직원법,20211019,제18520호,20220420,A0002,법률,05010000,第1章 通 則
250,232613,1721000,과학기술정보통신부,014089,국가지식정보 연계 및 활용 촉진에 관한 법률,20210608,제18197호,20211209,A0002,법률,18020000,第2章 科學技術振興
251,213959,1051000,기획재정부,001593,국가채권 관리법,20200204,제16957호,20200805,A0002,법률,19050000,第5章 債權管理
252,259233,1613000,국토교통부,009538,국가철도공단법,20240123,제20123호,20240123,A0002,법률,41030100,第1節 鐵道運送
253,268561,1450000,산업통상자원부,014238,국가첨단전략산업 경쟁력 강화 및 보호에 관한 특별조치법,20250121,제20690호,20250121,A0002,법률,28050000,第5章 工 業
254,258989,1721000,과학기술정보통신부,011407,국가초고성능컴퓨터 활용 및 육성에 관한 법률,20240123,제20058호,20240424,A0002,법률,18020000,第2章 科學技術振興
255,259589,1613000,국토교통부,001968,국가통합교통체계효율화법,20240130,제20177호,20250131,A0002,법률,41020000,第2章 交通安全·交通整備
256,203739,1450000,산업통상자원부,001969,국가표준기본법,20180612,제15643호,20181213,A0002,법률,29010000,第1章 行政組織·通則
257,261417,1051000,기획재정부,010538,국가회계법,20240326,제20402호,20250101,A0002,법률,19020100,第1節 通 則
258,165523,1741000,행정안전부,001424,국경일에 관한 법률,20141230,제12915호,20141230,A0002,법률,01020400,第4節 賞勳·典禮·國慶日
259,218677,1051000,기획재정부,009409,국고금 관리법,20200609,제17339호,20200609,A0002,법률,19020100,第1節 通 則
260,112289,1270000,법무부,001182,국ㆍ공유 부동산의 등기 촉탁에 관한 법률,20110412,제10580호,20111013,A0002,법률,08040000,第4章 登 記
261,231369,1290000,국방부,000946,국군간호사관학교 설치법,20210413,제17995호,20211014,A0002,법률,13010000,第1章 行政組織·通則
262,114744,1290000,국방부,000953,국군조직법,20110714,제10821호,20111015,A0002,법률,13010000,第1章 行政組織·通則
263,258651,1290000,국방부,010176,국군포로의 송환 및 대우 등에 관한 법률,20240116,제20008호,20240116,A0002,법률,13030000,第3章 賞勳·禮式·補償
264,259171,1352000,보건복지부,001171,입양특례법,20240123,제20108호,20240123,A0002,법률,08010000,第1章 民 法
265,103962,1270000,법무부,001156,국내재산 도피 방지법,20100331,제10213호,20100331,A0002,법률,09010000,第1章 刑 法
266,242995,1480000,환경부,012565,국립공원공단법,20220610,제18903호,20220610,A0002,법률,39020000,第2章 環境保全
267,248511,1741000,행정안전부,014194,국립국가폭력트라우마치유센터의 설립 및 운영에 관한 법률,20230304,제19228호,20230605,A0002,법률,04020000,第2章 行政作用一般
268,232867,1543000,농림축산식품부,014097,국립농업박물관법,20210615,제18253호,20211216,A0002,법률,24010000,第1章 行政組織·通則
269,250965,1342000,교육부,011316,국립대학법인 서울대학교 설립ㆍ운영에 관한 법률,20230516,제19409호,20240517,A0002,법률,16020300,第3節 學校의設置·施設
270,250967,1342000,교육부,011524,국립대학법인 인천대학교 설립ㆍ운영에 관한 법률,20230516,제19409호,20240517,A0002,법률,16020300,第3節 學校의設置·施設
271,244703,1342000,교육부,000874,국립대학병원 설치법,20220927,제18979호,20230328,A0002,법률,16020800,第8節 敎育振興
272,230317,1342000,교육부,012260,국립대학의 회계 설치 및 재정 운영에 관한 법률,20210323,제17953호,20210924,A0002,법률,16020700,第7節 敎育財政
273,230369,1342000,교육부,010539,국립대학치과병원 설치법,20210323,제17954호,20210323,A0002,법률,16020800,第8節 敎育振興
274,260765,1830000,국가보훈부,010013,국립묘지의 설치 및 운영에 관한 법률,20240227,제20356호,20250228,A0002,법률,15020000,第2章 國家報勳
275,203746,1480000,환경부,011875,국립생태원의 설립 및 운영에 관한 법률,20180612,제15650호,20180612,A0002,법률,39020000,第2章 環境保全
276,228481,1661000,소방청,013987,국립소방병원의 설립 및 운영에 관한 법률,20210112,제17890호,20210713,A0002,법률,12020200,第2節 消防公務員
277,213519,1262000,외교부,011434,국립외교원법,20200129,제16877호,20200730,A0002,법률,44010000,第1章 行政組織·通則
278,202640,1352000,보건복지부,010954,국립중앙의료원의 설립 및 운영에 관한 법률,20180313,제15441호,20180914,A0002,법률,36010000,第1章 行政組織·通則
